// Actualizar la lógica de extracción para que el campo 'línea' solo contenga uno de los siguientes valores exactos:
// 'Euro Design 60', 'Euro Design Slide', 'High Design Slide', 'Synego'.
// Si no se encuentra ninguna coincidencia exacta, dejar el campo vacío para revisión manual.
// Lógica mejorada: Buscar la línea real (de las permitidas) en la descripción, y luego extraer el color como el texto entre la línea y la palabra 'Pres'. Si no hay línea real, dejar el campo vacío.
codigo;descripcion;tipo;linea;acabado;color_real;longitud;stock;pedidos
510.575.049;Hoja Z91 Puerta calle Prestige MD70 Mar-Rob/Rob Pres 5.8;Hoja Z;;Puerta calle Prestige MD70 Mar-Rob/Rob;
510.575.048;Hoja Z91 Puerta calle Prestige MD70 Bco-Bco/Rob Pres 5.8;Hoja Z;;Puerta calle Prestige MD70 Bco-Bco/Rob;
510.575.060;Hoja Z91 Puerta calle Prestige MD70 Bco-Rob/Bco Pres 5.8;Hoja Z;;Puerta calle Prestige MD70 Bco-Rob/Bco;
510.575.033;Hoja Z91 Puerta calle Prestige MD70 Mar-Ant L/Ant L Pres 5.8;Hoja Z;;Puerta calle Prestige MD70 Mar-Ant L/Ant L;
510.575.030;Hoja Z91 Puerta calle Prestige MD70 Bco-Bco/Ant L Pres 5.8;Hoja Z;;Puerta calle Prestige MD70 Bco-Bco/Ant L;
510.575.036;Hoja Z91 Puerta calle Prestige MD70 Bco-Ant L/Bco Pres 5.8;Hoja Z;;Puerta calle Prestige MD70 Bco-Ant L/Bco;
510.575.055;Hoja Z91 Puerta calle Prestige MD70 Mar-B.Brow/B.Brow Pres 5.8;Hoja Z;;Puerta calle Prestige MD70 Mar-B.Brow/B.Brow;
510.575.054;Hoja Z91 Puerta calle Prestige MD70 Bco-Bco/B.Brow Pres 5.8;Hoja Z;;Puerta calle Prestige MD70 Bco-Bco/B.Brow;
510.575.053;Hoja Z91 Puerta calle Prestige MD70 Bco-B.Brow/Bco Pres 5.8;Hoja Z;;Puerta calle Prestige MD70 Bco-B.Brow/Bco;
510.575.056;Hoja Z91 Puerta calle Prestige MD70 Mar-Nog/Nog Pres 5.8;Hoja Z;;Puerta calle Prestige MD70 Mar-Nog/Nog;
510.575.047;Hoja Z91 Puerta calle Prestige MD70 Bco-Bco/Nog Pres 5.8;Hoja Z;;Puerta calle Prestige MD70 Bco-Bco/Nog;
510.575.045;Hoja Z91 Puerta calle Prestige MD70 Bco-Nog/Bco Pres 5.8;Hoja Z;;Puerta calle Prestige MD70 Bco-Nog/Bco;
510.575.043;Hoja Z91 Puerta calle Prestige MD70 Mar-Win/Win Pres 5.8;Hoja Z;;Puerta calle Prestige MD70 Mar-Win/Win;
510.575.044;Hoja Z91 Puerta calle Prestige MD70 Bco-Bco/Win Pres 5.8;Hoja Z;;Puerta calle Prestige MD70 Bco-Bco/Win;
510.575.042;Hoja Z91 Puerta calle Prestige MD70 Bco-Win/Bco Pres 5.8;Hoja Z;;Puerta calle Prestige MD70 Bco-Win/Bco;
510.575.026;Hoja Z91 Puerta calle Prestige MD70 Mar-Mon/Mon Pres 5.8;Hoja Z;;Puerta calle Prestige MD70 Mar-Mon/Mon;
510.575.025;Hoja Z91 Puerta calle Prestige MD70 Bco-Bco/Mon Pres 5.8;Hoja Z;;Puerta calle Prestige MD70 Bco-Bco/Mon;
510.575.024;Hoja Z91 Puerta calle Prestige MD70 Bco-Mon/Bco Pres 5.8;Hoja Z;;Puerta calle Prestige MD70 Bco-Mon/Bco;
510.575.020;Hoja Z91 Puerta calle Prestige MD70 Mar-Neg M./Neg M. Pres 5.8;Hoja Z;;Puerta calle Prestige MD70 Mar-Neg M./Neg M.;
510.575.015;Hoja Z91 Puerta calle Prestige MD70 Bco-Bco/Neg M. Pres 5.8;Hoja Z;;Puerta calle Prestige MD70 Bco-Bco/Neg M.;
510.575.014;Hoja Z91 Puerta calle Prestige MD70 Bco-Neg M./Bco Pres 5.8;Hoja Z;;Puerta calle Prestige MD70 Bco-Neg M./Bco;
510.575.080;Hoja Z91 Puerta calle Prestige MD70 Mar-Turn/Turn Pres 5.8;Hoja Z;;Puerta calle Prestige MD70 Mar-Turn/Turn;
510.575.079;Hoja Z91 Puerta calle Prestige MD70 Bco-Bco/Turn Pres 5.8;Hoja Z;;Puerta calle Prestige MD70 Bco-Bco/Turn;
510.575.078;Hoja Z91 Puerta calle Prestige MD70 Bco-Turn/Bco Pres 5.8;Hoja Z;;Puerta calle Prestige MD70 Bco-Turn/Bco;
510.575.076;Hoja Z91 Puerta calle Prestige MD70 Bco-Sheff A./Sheff A. Pres 5.8;Hoja Z;;Puerta calle Prestige MD70 Bco-Sheff A./Sheff A.;
510.575.075;Hoja Z91 Puerta calle Prestige MD70 Bco-Bco/Sheff A. Pres 5.8;Hoja Z;;Puerta calle Prestige MD70 Bco-Bco/Sheff A.;
510.575.074;Hoja Z91 Puerta calle Prestige MD70 Bco-Sheff A./Bco Pres 5.8;Hoja Z;;Puerta calle Prestige MD70 Bco-Sheff A./Bco;
510.575.072;Hoja Z91 Puerta calle Prestige MD70 Mar-Hab/Hab Pres 5.8;Hoja Z;;Puerta calle Prestige MD70 Mar-Hab/Hab;
510.575.071;Hoja Z91 Puerta calle Prestige MD70 Bco-Bco/Hab Pres 5.8;Hoja Z;;Puerta calle Prestige MD70 Bco-Bco/Hab;
510.575.070;Hoja Z91 Puerta calle Prestige MD70 Bco-Hab./Bco Pres 5.8;Hoja Z;;Puerta calle Prestige MD70 Bco-Hab./Bco;
510.575.066;Hoja Z91 Puerta calle Prestige MD70 Mar-Tit/Tit Pres 5.8;Hoja Z;;Puerta calle Prestige MD70 Mar-Tit/Tit;
510.575.065;Hoja Z91 Puerta calle Prestige MD70 Bco-Bco/Tit Pres 5.8;Hoja Z;;Puerta calle Prestige MD70 Bco-Bco/Tit;
510.575.064;Hoja Z91 Puerta calle Prestige MD70 Bco-Tit/Bco Pres 5.8;Hoja Z;;Puerta calle Prestige MD70 Bco-Tit/Bco;
510.575.010;Hoja Z91 Puerta calle Prestige MD70  Mar-Ant M/Ant Pres 5.8;Hoja Z;;Puerta calle Prestige MD70  Mar-Ant M/Ant;
510.575.011;Hoja Z91 Puerta calle Prestige MD70  Bco-Bco/Ant M Pres 5.8;Hoja Z;;Puerta calle Prestige MD70  Bco-Bco/Ant M;
510.575.012;Hoja Z91 Puerta calle Prestige MD70  Bco-Ant M/Bco Pres 5.8;Hoja Z;;Puerta calle Prestige MD70  Bco-Ant M/Bco;
510.575.013;Hoja Z91 Puerta calle Prestige MD70  Mar-Black S/B Pres 5.8;Hoja Z;;Puerta calle Prestige MD70  Mar-Black S/B;
510.575.017;Hoja Z91 Puerta calle Prestige MD70  Bco-Bco/Black Pres 5.8;Hoja Z;;Puerta calle Prestige MD70  Bco-Bco/Black;
510.575.022;Hoja Z91 Puerta calle Prestige MD70  Bco-Black S/B Pres 5.8;Hoja Z;;Puerta calle Prestige MD70  Bco-Black S/B;
510.575.001;Hoja Z91 Puerta calle Prestige MD70  Mar-Nut/Nut  Pres 5.8;Hoja Z;;Puerta calle Prestige MD70  Mar-Nut/Nut;
510.575.002;Hoja Z91 Puerta calle Prestige MD70  Bco-Bco/Nut  Pres 5.8;Hoja Z;;Puerta calle Prestige MD70  Bco-Bco/Nut;
510.575.003;Hoja Z91 Puerta calle Prestige MD70  Bco-Nut/Bco  Pres 5.8;Hoja Z;;Puerta calle Prestige MD70  Bco-Nut/Bco;
510.575.004;Hoja Z91 Puerta calle Prestige MD70  Mar-Qrz/Qrz  Pres 5.8;Hoja Z;;Puerta calle Prestige MD70  Mar-Qrz/Qrz;
510.575.008;Hoja Z91 Puerta calle Prestige MD70  Bco-Bco/Qrz  Pres 5.8;Hoja Z;;Puerta calle Prestige MD70  Bco-Bco/Qrz;
510.575.009;Hoja Z91 Puerta calle Prestige MD70  Bco-Qrz/Bco  Pres 5.8;Hoja Z;;Puerta calle Prestige MD70  Bco-Qrz/Bco;
500.545.100;Hoja T111 A.Ext Puerta calle Prestige MD70 Blanco Pres 5.8;Hoja T;;A.Ext Puerta calle Prestige MD70 Blanco;
510.545.049;Hoja T111 A.Ext Puerta calle Prestige MD70 Mar-Rob/Rob Pres 5.8;Hoja T;;A.Ext Puerta calle Prestige MD70 Mar-Rob/Rob;
510.545.048;Hoja T111 A.Ext Puerta calle Prestige MD70 Bco-Bco/Rob Pres 5.8;Hoja T;;A.Ext Puerta calle Prestige MD70 Bco-Bco/Rob;
510.545.060;Hoja T111 A.Ext Puerta calle Prestige MD70 Bco-Rob/Bco Pres 5.8;Hoja T;;A.Ext Puerta calle Prestige MD70 Bco-Rob/Bco;
510.545.033;Hoja T111 A.Ext Puerta calle Prestige MD70 Mar-Ant L/Ant L Pres 5.8;Hoja T;;A.Ext Puerta calle Prestige MD70 Mar-Ant L/Ant L;
510.545.030;Hoja T111 A.Ext Puerta calle Prestige MD70 Bco-Bco/Ant L Pres 5.8;Hoja T;;A.Ext Puerta calle Prestige MD70 Bco-Bco/Ant L;
510.545.036;Hoja T111 A.Ext Puerta calle Prestige MD70 Bco-Ant L/Bco Pres 5.8;Hoja T;;A.Ext Puerta calle Prestige MD70 Bco-Ant L/Bco;
510.545.055;Hoja T111 A.Ext Puerta calle Prestige MD70 Mar-B.Brow/B.Brow Pres 5.8;Hoja T;;A.Ext Puerta calle Prestige MD70 Mar-B.Brow/B.Brow;
510.545.054;Hoja T111 A.Ext Puerta calle Prestige MD70 Bco-Bco/B.Brow Pres 5.8;Hoja T;;A.Ext Puerta calle Prestige MD70 Bco-Bco/B.Brow;
510.545.053;Hoja T111 A.Ext Puerta calle Prestige MD70 Bco-B.Brow/Bco Pres 5.8;Hoja T;;A.Ext Puerta calle Prestige MD70 Bco-B.Brow/Bco;
510.545.056;Hoja T111 A.Ext Puerta calle Prestige MD70 Mar-Nog/Nog Pres 5.8;Hoja T;;A.Ext Puerta calle Prestige MD70 Mar-Nog/Nog;
510.545.047;Hoja T111 A.Ext Puerta calle Prestige MD70 Bco-Bco/Nog Pres 5.8;Hoja T;;A.Ext Puerta calle Prestige MD70 Bco-Bco/Nog;
510.545.045;Hoja T111 A.Ext Puerta calle Prestige MD70 Bco-Nog/Bco Pres 5.8;Hoja T;;A.Ext Puerta calle Prestige MD70 Bco-Nog/Bco;
510.545.043;Hoja T111 A.Ext Puerta calle Prestige MD70 Mar-Win/Win Pres 5.8;Hoja T;;A.Ext Puerta calle Prestige MD70 Mar-Win/Win;
510.545.044;Hoja T111 A.Ext Puerta calle Prestige MD70 Bco-Bco/Win Pres 5.8;Hoja T;;A.Ext Puerta calle Prestige MD70 Bco-Bco/Win;
510.545.042;Hoja T111 A.Ext Puerta calle Prestige MD70 Bco-Win/Bco Pres 5.8;Hoja T;;A.Ext Puerta calle Prestige MD70 Bco-Win/Bco;
510.545.026;Hoja T111 A.Ext Puerta calle Prestige MD70 Mar-Mon/Mon Pres 5.8;Hoja T;;A.Ext Puerta calle Prestige MD70 Mar-Mon/Mon;
510.545.025;Hoja T111 A.Ext Puerta calle Prestige MD70 Bco-Bco/Mon Pres 5.8;Hoja T;;A.Ext Puerta calle Prestige MD70 Bco-Bco/Mon;
510.545.024;Hoja T111 A.Ext Puerta calle Prestige MD70 Bco-Mon/Bco Pres 5.8;Hoja T;;A.Ext Puerta calle Prestige MD70 Bco-Mon/Bco;
510.545.020;Hoja T111 A.Ext Puerta calle Prestige MD70 Mar-Neg M./Neg M. Pres 5.8;Hoja T;;A.Ext Puerta calle Prestige MD70 Mar-Neg M./Neg M.;
510.545.015;Hoja T111 A.Ext Puerta calle Prestige MD70 Bco-Bco/Neg M. Pres 5.8;Hoja T;;A.Ext Puerta calle Prestige MD70 Bco-Bco/Neg M.;
510.545.014;Hoja T111 A.Ext Puerta calle Prestige MD70 Bco-Neg M./Bco Pres 5.8;Hoja T;;A.Ext Puerta calle Prestige MD70 Bco-Neg M./Bco;
510.545.080;Hoja T111 A.Ext Puerta calle Prestige MD70 Mar-Turn/Turn Pres 5.8;Hoja T;;A.Ext Puerta calle Prestige MD70 Mar-Turn/Turn;
510.545.079;Hoja T111 A.Ext Puerta calle Prestige MD70 Bco-Bco/Turn Pres 5.8;Hoja T;;A.Ext Puerta calle Prestige MD70 Bco-Bco/Turn;
510.545.078;Hoja T111 A.Ext Puerta calle Prestige MD70 Bco-Turn/Bco Pres 5.8;Hoja T;;A.Ext Puerta calle Prestige MD70 Bco-Turn/Bco;
510.545.076;Hoja T111 A.Ext Puerta calle Prestige MD70 Bco-Sheff A./Sheff A. Pres 5.8;Hoja T;;A.Ext Puerta calle Prestige MD70 Bco-Sheff A./Sheff A.;
510.545.075;Hoja T111 A.Ext Puerta calle Prestige MD70 Bco-Bco/Sheff A. Pres 5.8;Hoja T;;A.Ext Puerta calle Prestige MD70 Bco-Bco/Sheff A.;
510.545.074;Hoja T111 A.Ext Puerta calle Prestige MD70 Bco-Sheff A./Bco Pres 5.8;Hoja T;;A.Ext Puerta calle Prestige MD70 Bco-Sheff A./Bco;
510.545.072;Hoja T111 A.Ext Puerta calle Prestige MD70 Mar-Hab/Hab Pres 5.8;Hoja T;;A.Ext Puerta calle Prestige MD70 Mar-Hab/Hab;
510.545.071;Hoja T111 A.Ext Puerta calle Prestige MD70 Bco-Bco/Hab Pres 5.8;Hoja T;;A.Ext Puerta calle Prestige MD70 Bco-Bco/Hab;
510.545.070;Hoja T111 A.Ext Puerta calle Prestige MD70 Bco-Hab/Bco Pres 5.8;Hoja T;;A.Ext Puerta calle Prestige MD70 Bco-Hab/Bco;
510.545.066;Hoja T111 A.Ext Puerta calle Prestige MD70 Mar-Tit/Tit Pres 5.8;Hoja T;;A.Ext Puerta calle Prestige MD70 Mar-Tit/Tit;
510.545.065;Hoja T111 A.Ext Puerta calle Prestige MD70 Bco-Bco/Tit Pres 5.8;Hoja T;;A.Ext Puerta calle Prestige MD70 Bco-Bco/Tit;
510.545.064;Hoja T111 A.Ext Puerta calle Prestige MD70 Bco-Tit/Bco Pres 5.8;Hoja T;;A.Ext Puerta calle Prestige MD70 Bco-Tit/Bco;
510.545.010;Hoja T111 A.Ext Puerta calle Prestige MD70  Mar-Ant M/Ant Pres 5.8;Hoja T;;A.Ext Puerta calle Prestige MD70  Mar-Ant M/Ant;
510.545.011;Hoja T111 A.Ext Puerta calle Prestige MD70  Bco-Bco/Ant M Pres 5.8;Hoja T;;A.Ext Puerta calle Prestige MD70  Bco-Bco/Ant M;
510.545.012;Hoja T111 A.Ext Puerta calle Prestige MD70  Bco-Ant M/Bco Pres 5.8;Hoja T;;A.Ext Puerta calle Prestige MD70  Bco-Ant M/Bco;
510.545.013;Hoja T111 A.Ext Puerta calle Prestige MD70  Mar-Black S/B Pres 5.8;Hoja T;;A.Ext Puerta calle Prestige MD70  Mar-Black S/B;
510.545.017;Hoja T111 A.Ext Puerta calle Prestige MD70  Bco-Bco/Black Pres 5.8;Hoja T;;A.Ext Puerta calle Prestige MD70  Bco-Bco/Black;
510.545.022;Hoja T111 A.Ext Puerta calle Prestige MD70  Bco-Black S/B Pres 5.8;Hoja T;;A.Ext Puerta calle Prestige MD70  Bco-Black S/B;
510.545.001;Hoja T111 A.Ext Puerta calle Prestige MD70  Mar-Nut/Nut  Pres 5.8;Hoja T;;A.Ext Puerta calle Prestige MD70  Mar-Nut/Nut;
510.545.002;Hoja T111 A.Ext Puerta calle Prestige MD70  Bco-Bco/Nut  Pres 5.8;Hoja T;;A.Ext Puerta calle Prestige MD70  Bco-Bco/Nut;
510.545.003;Hoja T111 A.Ext Puerta calle Prestige MD70  Bco-Nut/Bco  Pres 5.8;Hoja T;;A.Ext Puerta calle Prestige MD70  Bco-Nut/Bco;
510.545.004;Hoja T111 A.Ext Puerta calle Prestige MD70  Mar-Qrz/Qrz  Pres 5.8;Hoja T;;A.Ext Puerta calle Prestige MD70  Mar-Qrz/Qrz;
510.545.008;Hoja T111 A.Ext Puerta calle Prestige MD70  Bco-Bco/Qrz  Pres 5.8;Hoja T;;A.Ext Puerta calle Prestige MD70  Bco-Bco/Qrz;
510.545.009;Hoja T111 A.Ext Puerta calle Prestige MD70  Bco-Qrz/Bco  Pres 5.8;Hoja T;;A.Ext Puerta calle Prestige MD70  Bco-Qrz/Bco;
500.615.100;Perfil de batiente Prestige MD70 Blanco Pres 5.8;Perfil de batiente Prestige MD;;Blanco;
510.615.049;Perfil de batiente Prestige MD70 Mar-Rob/Rob Pres 5.8;Perfil de batiente Prestige MD;;Mar-Rob/Rob;
510.615.048;Perfil de batiente Prestige MD70 Bco-Bco/Rob Pres 5.8;Perfil de batiente Prestige MD;;Bco-Bco/Rob;
510.615.060;Perfil de batiente Prestige MD70 Bco-Rob/Bco Pres 5.8;Perfil de batiente Prestige MD;;Bco-Rob/Bco;
510.615.033;Perfil de batiente Prestige MD70 Mar-Ant L/Ant L Pres 5.8;Perfil de batiente Prestige MD;;Mar-Ant L/Ant L;
510.615.030;Perfil de batiente Prestige MD70 Bco-Bco/Ant L Pres 5.8;Perfil de batiente Prestige MD;;Bco-Bco/Ant L;
510.615.036;Perfil de batiente Prestige MD70 Bco-Ant L/Bco Pres 5.8;Perfil de batiente Prestige MD;;Bco-Ant L/Bco;
510.615.055;Perfil de batiente Prestige MD70 Mar-B.Brow/B.Brow Pres 5.8;Perfil de batiente Prestige MD;;Mar-B.Brow/B.Brow;
510.615.054;Perfil de batiente Prestige MD70 Bco-Bco/B.Brow Pres 5.8;Perfil de batiente Prestige MD;;Bco-Bco/B.Brow;
510.615.053;Perfil de batiente Prestige MD70 Bco-B.Brow/Bco Pres 5.8;Perfil de batiente Prestige MD;;Bco-B.Brow/Bco;
510.615.047;Perfil de batiente Prestige MD70 Mar-Nog/Nog Pres 5.8;Perfil de batiente Prestige MD;;Mar-Nog/Nog;
510.615.046;Perfil de batiente Prestige MD70 Bco-Bco/Nog Pres 5.8;Perfil de batiente Prestige MD;;Bco-Bco/Nog;
510.615.045;Perfil de batiente Prestige MD70 Bco-Nog/Bco Pres 5.8;Perfil de batiente Prestige MD;;Bco-Nog/Bco;
510.615.043;Perfil de batiente Prestige MD70 Mar-Win/Win Pres 5.8;Perfil de batiente Prestige MD;;Mar-Win/Win;
510.615.044;Perfil de batiente Prestige MD70 Bco-Bco/Win Pres 5.8;Perfil de batiente Prestige MD;;Bco-Bco/Win;
510.615.042;Perfil de batiente Prestige MD70 Bco-Win/Bco Pres 5.8;Perfil de batiente Prestige MD;;Bco-Win/Bco;
510.615.026;Perfil de batiente Prestige MD70 Mar-Mon/Mon Pres 5.8;Perfil de batiente Prestige MD;;Mar-Mon/Mon;
510.615.025;Perfil de batiente Prestige MD70 Bco-Bco/Mon Pres 5.8;Perfil de batiente Prestige MD;;Bco-Bco/Mon;
510.615.024;Perfil de batiente Prestige MD70 Bco-Mon/Bco Pres 5.8;Perfil de batiente Prestige MD;;Bco-Mon/Bco;
510.615.020;Perfil de batiente Prestige MD70 Mar-Neg M./Neg M. Pres 5.8;Perfil de batiente Prestige MD;;Mar-Neg M./Neg M.;
510.615.015;Perfil de batiente Prestige MD70 Bco-Bco/Neg M. Pres 5.8;Perfil de batiente Prestige MD;;Bco-Bco/Neg M.;
510.615.014;Perfil de batiente Prestige MD70 Bco-Neg M./Bco Pres 5.8;Perfil de batiente Prestige MD;;Bco-Neg M./Bco;
510.615.080;Perfil de batiente Prestige MD70 Mar-Turn/Turn Pres 5.8;Perfil de batiente Prestige MD;;Mar-Turn/Turn;
510.615.079;Perfil de batiente Prestige MD70 Bco-Bco/Turn Pres 5.8;Perfil de batiente Prestige MD;;Bco-Bco/Turn;
510.615.078;Perfil de batiente Prestige MD70 Bco-Turn/Bco Pres 5.8;Perfil de batiente Prestige MD;;Bco-Turn/Bco;
510.615.076;Perfil de batiente Prestige MD70 Bco-Sheff A./Sheff A. Pres 5.8;Perfil de batiente Prestige MD;;Bco-Sheff A./Sheff A.;
510.615.075;Perfil de batiente Prestige MD70 Bco-Bco/Sheff A. Pres 5.8;Perfil de batiente Prestige MD;;Bco-Bco/Sheff A.;
510.615.074;Perfil de batiente Prestige MD70 Bco-Sheff A./Bco Pres 5.8;Perfil de batiente Prestige MD;;Bco-Sheff A./Bco;
510.615.072;Perfil de batiente Prestige MD70 Mar-Hab/Hab Pres 5.8;Perfil de batiente Prestige MD;;Mar-Hab/Hab;
510.615.071;Perfil de batiente Prestige MD70 Bco-Bco/Hab Pres 5.8;Perfil de batiente Prestige MD;;Bco-Bco/Hab;
510.615.070;Perfil de batiente Prestige MD70 Bco-Hab/Bco Pres 5.8;Perfil de batiente Prestige MD;;Bco-Hab/Bco;
510.615.066;Perfil de batiente Prestige MD70 Mar-Tit/Tit Pres 5.8;Perfil de batiente Prestige MD;;Mar-Tit/Tit;
510.615.065;Perfil de batiente Prestige MD70 Bco-Bco/Tit Pres 5.8;Perfil de batiente Prestige MD;;Bco-Bco/Tit;
510.615.064;Perfil de batiente Prestige MD70 Bco-Tit/Bco Pres 5.8;Perfil de batiente Prestige MD;;Bco-Tit/Bco;
510615,017;Perfil de batiente Prestige MD70  Mar-Ant M/Ant Pres 5.8;Perfil de batiente Prestige MD;;Mar-Ant M/Ant;
510.615.009;Perfil de batiente Prestige MD70  Bco-Bco/Ant M Pres 5.8;Perfil de batiente Prestige MD;;Bco-Bco/Ant M;
510.615.010;Perfil de batiente Prestige MD70  Bco-Ant M/Bco Pres 5.8;Perfil de batiente Prestige MD;;Bco-Ant M/Bco;
510.615.020;Perfil de batiente Prestige MD70  Mar-Black S/B Pres 5.8;Perfil de batiente Prestige MD;;Mar-Black S/B;
510.615.011;Perfil de batiente Prestige MD70  Bco-Bco/Black Pres 5.8;Perfil de batiente Prestige MD;;Bco-Bco/Black;
510.615.012;Perfil de batiente Prestige MD70  Bco-Black S/B Pres 5.8;Perfil de batiente Prestige MD;;Bco-Black S/B;
510615,013;Perfil de batiente Prestige MD70  Mar-Nut/Nut  Pres 5.8;Perfil de batiente Prestige MD;;Mar-Nut/Nut;
510.615.001;Perfil de batiente Prestige MD70  Bco-Bco/Nut  Pres 5.8;Perfil de batiente Prestige MD;;Bco-Bco/Nut;
510.615.002;Perfil de batiente Prestige MD70  Bco-Nut/Bco  Pres 5.8;Perfil de batiente Prestige MD;;Bco-Nut/Bco;
510615,016;Perfil de batiente Prestige MD70  Mar-Qrz/Qrz  Pres 5.8;Perfil de batiente Prestige MD;;Mar-Qrz/Qrz;
510.615.003;Perfil de batiente Prestige MD70  Bco-Bco/Qrz  Pres 5.8;Perfil de batiente Prestige MD;;Bco-Bco/Qrz;
510.615.004;Perfil de batiente Prestige MD70  Bco-Qrz/Bco  Pres 5.8;Perfil de batiente Prestige MD;;Bco-Qrz/Bco;
500.555.100;Poste esquinero 90/75 Prestige MD70 Blanco Pres 5.8;Poste esquinero;;Prestige MD70 Blanco;
510.555.049;Poste esquinero 90/75 Prestige MD70 Bco-Rob Pres 5.8;Poste esquinero;;Prestige MD70 Bco-Rob;
510.555.033;Poste esquinero 90/75 Prestige MD70 Bco-Ant L Pres 5.8;Poste esquinero;;Prestige MD70 Bco-Ant L;
510.555.055;Poste esquinero 90/75 Prestige MD70 Bco-B.Brow Pres 5.8;Poste esquinero;;Prestige MD70 Bco-B.Brow;
510.555.047;Poste esquinero 90/75 Prestige MD70 Bco-Nog Pres 5.8;Poste esquinero;;Prestige MD70 Bco-Nog;
510.555.043;Poste esquinero 90/75 Prestige MD70 Bco-Win Pres 5.8;Poste esquinero;;Prestige MD70 Bco-Win;
510.555.026;Poste esquinero 90/75 Prestige MD70 Bco-Mon Pres 5.8;Poste esquinero;;Prestige MD70 Bco-Mon;
510.555.020;Poste esquinero 90/75 Prestige MD70 Bco-Neg M. Pres 5.8;Poste esquinero;;Prestige MD70 Bco-Neg M.;
510.555.080;Poste esquinero 90/75 Prestige MD70 Bco-Turn Pres 5.8;Poste esquinero;;Prestige MD70 Bco-Turn;
510.555.076;Poste esquinero 90/75 Prestige MD70 Bco-Sheff A. Pres 5.8;Poste esquinero;;Prestige MD70 Bco-Sheff A.;
510.555.072;Poste esquinero 90/75 Prestige MD70 Bco-Hab Pres 5.8;Poste esquinero;;Prestige MD70 Bco-Hab;
510.555.066;Poste esquinero 90/75 Prestige MD70 Bco-Tit Pres 5.8;Poste esquinero;;Prestige MD70 Bco-Tit;
510.555.009;Poste esquinero 90/75 Prestige MD70 Bco- Ant M Pres 5.8;Poste esquinero;;Prestige MD70 Bco- Ant M;
510.555.012;Poste esquinero 90/75 Prestige MD70 Bco- Black S Pres 5.8;Poste esquinero;;Prestige MD70 Bco- Black S;
510.555.023;Poste esquinero 90/75 Prestige MD70 Bco- Nut Pres 5.8;Poste esquinero;;Prestige MD70 Bco- Nut;
510.555.003;Poste esquinero 90/75 Prestige MD70 Bco- Qrz Pres 5.8;Poste esquinero;;Prestige MD70 Bco- Qrz;
321.190.001;Remate  batiente der. Bco Prestige MD70;Remate  batiente der. Bco Prestige MD;;;
321.190.002;Remate  batiente der. Marr Prestige MD71;Remate  batiente der. Marr Prestige MD;;;
321.191.001;Remate  batiente Izq. Bco Prestige MD72;Remate  batiente Izq. Bco Prestige MD;;;
321.191.001;Remate  batiente Izq. Marron Prestige MD73;Remate  batiente Izq. Marron Prestige MD;;;
320.057.001;Union mecanica para poste/travesano T104;Union mecanica para poste/travesano T;;;
320.057.002;Union mecanica para poste/travesano T104;Union mecanica para poste/travesano T;;;
320.054.001;Galce/Soporte de taco acristalar marcos Prdestige MD70;Galce/Soporte de taco acristalar marcos Prdestige MD;;;
351.169.002;Galce/Soporte de taco acristalar hojas Prdestige MD70;Galce/Soporte de taco acristalar hojas Prdestige MD;;;
357.443.001;Burlete para perfil de batiente;;;;
320.055.001;Junta intermedia Para Marco 72 y Marco 80;Junta intermedia Para Marco;;;
320.225.001;Conector de esquina para junta intermedia;;;;
865.040.003;Junta covertor para Marcos 72/80 y Poste 104;Junta covertor para Marcos;;;
356.643.001;Conjunto umbral 20-70 mm;Conjunto umbral;;;70
355.900.001;Remate inferior 15-70 mm;Remate inferior;;;70
229814,001;Umbral 2 Aluminio;Umbral;;;
320.062.001;Refuerzo 36x23,7/1,5 mm Para marco 72;Refuerzo;;;1.5
320.064.001;Refuerzo 36x28,5/2 mm para poste T104;Refuerzo;;;2
221.874.001;Refuerzo 35x28/1,5 mm para hoja Z60;Refuerzo;;;1.5
320.065.001;Refuerzo 38x57,5/2 mm para Hojas Z91 y T111;Refuerzo;;;2
320.311.001;Refuerzo 37x26/1,5 mm para perfil batiente;Refuerzo;;;1.5
320.066.002;Refuerzo 50x50/2 mm para poste esquinero 90/75;Refuerzo;;;2
544.110.701;Junquillo 6.5 (Alto 26 mm) Prestige MD70 Blanco Pres. 6 mt;Junquillo;;Blanco;26
574.110.790;Junquillo 6.5 (Alto 26 mm) Prestige MD70 Mar-Rob Pres. 6 mt;Junquillo;;Mar-Rob;26
574.110.193;Junquillo 6.5 (Alto 26 mm) Prestige MD70 Mar-Ant L Pres. 6 mt;Junquillo;;Mar-Ant L;26
574.110.750;Junquillo 6.5 (Alto 26 mm) Prestige MD70 Mar-B.Brow Pres. 6 mt;Junquillo;;Mar-B.Brow;26
574.110.165;Junquillo 6.5 (Alto 26 mm) Prestige MD70 Mar-Nog Pres. 6 mt;Junquillo;;Mar-Nog;26
574.110.023;Junquillo 6.5 (Alto 26 mm) Prestige MD70 Mar-Wiin Pres. 6 mt;Junquillo;;Mar-Wiin;26
574.110.081;Junquillo 6.5 (Alto 26 mm) Prestige MD70 Mar-Mon Pres. 6 mt;Junquillo;;Mar-Mon;26
574.110.041;Junquillo 6.5 (Alto 26 mm) Prestige MD70 Mar-Neg M. Pres. 6 mt;Junquillo;;Mar-Neg M.;26
